Date,Season,Year,Month,Hour,Holiday,Week_day,Working_day,Weather,Temperature,FeelTemp,Humidity,Wind_speed,Casual_users,Registered_users,Total_users,Casual_ratio,Registered_ratio
2011-01-01,Spring,0,1,0,0,Saturday,0,Good(clear or cloudy),0.24,0.2879,0.81,0.0,3,13,16,0.1875,0.8125
2011-01-01,Spring,0,1,1,0,Saturday,0,Good(clear or cloudy),0.22,0.2727,0.8,0.0,8,32,40,0.2,0.8
2011-01-01,Spring,0,1,2,0,Saturday,0,Good(clear or cloudy),0.22,0.2727,0.8,0.0,5,27,32,0.15625,0.84375
2011-01-01,Spring,0,1,3,0,Saturday,0,Good(clear or cloudy),0.24,0.2879,0.75,0.0,3,10,13,0.23076923076923078,0.7692307692307693
2011-01-01,Spring,0,1,4,0,Saturday,0,Good(clear or cloudy),0.24,0.2879,0.75,0.0,0,1,1,0.0,1.0
2011-01-01,Spring,0,1,5,0,Saturday,0,Normal(mist or/and cloudy),0.24,0.2576,0.75,0.0896,0,1,1,0.0,1.0
2011-01-01,Spring,0,1,6,0,Saturday,0,Good(clear or cloudy),0.22,0.2727,0.8,0.0,2,0,2,1.0,0.0
2011-01-01,Spring,0,1,7,0,Saturday,0,Good(clear or cloudy),0.2,0.2576,0.86,0.0,1,2,3,0.3333333333333333,0.6666666666666666
2011-01-01,Spring,0,1,8,0,Saturday,0,Good(clear or cloudy),0.24,0.2879,0.75,0.0,1,7,8,0.125,0.875
2011-01-01,Spring,0,1,9,0,Saturday,0,Good(clear or cloudy),0.32,0.3485,0.76,0.0,8,6,14,0.5714285714285714,0.42857142857142855
2011-01-01,Spring,0,1,10,0,Saturday,0,Good(clear or cloudy),0.38,0.3939,0.76,0.2537,12,24,36,0.3333333333333333,0.6666666666666666
2011-01-01,Spring,0,1,11,0,Saturday,0,Good(clear or cloudy),0.36,0.3333,0.81,0.2836,26,30,56,0.4642857142857143,0.5357142857142857
2011-01-01,Spring,0,1,12,0,Saturday,0,Good(clear or cloudy),0.42,0.4242,0.77,0.2836,29,55,84,0.34523809523809523,0.6547619047619048
2011-01-01,Spring,0,1,13,0,Saturday,0,Normal(mist or/and cloudy),0.46,0.4545,0.72,0.2985,47,47,94,0.5,0.5
2011-01-01,Spring,0,1,14,0,Saturday,0,Normal(mist or/and cloudy),0.46,0.4545,0.72,0.2836,35,71,106,0.330188679245283,0.6698113207547169
2011-01-01,Spring,0,1,15,0,Saturday,0,Normal(mist or/and cloudy),0.44,0.4394,0.77,0.2985,40,70,110,0.36363636363636365,0.6363636363636364
2011-01-01,Spring,0,1,16,0,Saturday,0,Normal(mist or/and cloudy),0.42,0.4242,0.82,0.2985,41,52,93,0.44086021505376344,0.5591397849462365
2011-01-01,Spring,0,1,17,0,Saturday,0,Normal(mist or/and cloudy),0.44,0.4394,0.82,0.2836,15,52,67,0.22388059701492538,0.7761194029850746
2011-01-01,Spring,0,1,18,0,Saturday,0,"Lightly bad(light snow, rain, thunderstorm)",0.42,0.4242,0.88,0.2537,9,26,35,0.2571428571428571,0.7428571428571429
2011-01-01,Spring,0,1,19,0,Saturday,0,"Lightly bad(light snow, rain, thunderstorm)",0.42,0.4242,0.88,0.2537,6,31,37,0.16216216216216217,0.8378378378378378
2011-01-01,Spring,0,1,20,0,Saturday,0,Normal(mist or/and cloudy),0.4,0.4091,0.87,0.2537,11,25,36,0.3055555555555556,0.6944444444444444
2011-01-01,Spring,0,1,21,0,Saturday,0,Normal(mist or/and cloudy),0.4,0.4091,0.87,0.19399999999999998,3,31,34,0.08823529411764706,0.9117647058823529
2011-01-01,Spring,0,1,22,0,Saturday,0,Normal(mist or/and cloudy),0.4,0.4091,0.94,0.2239,11,17,28,0.39285714285714285,0.6071428571428571
2011-01-01,Spring,0,1,23,0,Saturday,0,Normal(mist or/and cloudy),0.46,0.4545,0.88,0.2985,15,24,39,0.38461538461538464,0.6153846153846154
2011-01-02,Spring,0,1,0,0,Sunday,0,Normal(mist or/and cloudy),0.46,0.4545,0.88,0.2985,4,13,17,0.23529411764705882,0.7647058823529411
2011-01-02,Spring,0,1,1,0,Sunday,0,Normal(mist or/and cloudy),0.44,0.4394,0.94,0.2537,1,16,17,0.058823529411764705,0.9411764705882353
2011-01-02,Spring,0,1,2,0,Sunday,0,Normal(mist or/and cloudy),0.42,0.4242,1.0,0.2836,1,8,9,0.1111111111111111,0.8888888888888888
2011-01-02,Spring,0,1,3,0,Sunday,0,Normal(mist or/and cloudy),0.46,0.4545,0.94,0.19399999999999998,2,4,6,0.3333333333333333,0.6666666666666666
2011-01-02,Spring,0,1,4,0,Sunday,0,Normal(mist or/and cloudy),0.46,0.4545,0.94,0.19399999999999998,2,1,3,0.6666666666666666,0.3333333333333333
2011-01-02,Spring,0,1,6,0,Sunday,0,"Lightly bad(light snow, rain, thunderstorm)",0.42,0.4242,0.77,0.2985,0,2,2,0.0,1.0
2011-01-02,Spring,0,1,7,0,Sunday,0,Normal(mist or/and cloudy),0.4,0.4091,0.76,0.19399999999999998,0,1,1,0.0,1.0
2011-01-02,Spring,0,1,8,0,Sunday,0,"Lightly bad(light snow, rain, thunderstorm)",0.4,0.4091,0.71,0.2239,0,8,8,0.0,1.0
2011-01-02,Spring,0,1,9,0,Sunday,0,Normal(mist or/and cloudy),0.38,0.3939,0.76,0.2239,1,19,20,0.05,0.95
2011-01-02,Spring,0,1,10,0,Sunday,0,Normal(mist or/and cloudy),0.36,0.3485,0.81,0.2239,7,46,53,0.1320754716981132,0.8679245283018868
2011-01-02,Spring,0,1,11,0,Sunday,0,Normal(mist or/and cloudy),0.36,0.3333,0.71,0.2537,16,54,70,0.22857142857142856,0.7714285714285715
2011-01-02,Spring,0,1,12,0,Sunday,0,Normal(mist or/and cloudy),0.36,0.3333,0.66,0.2985,20,73,93,0.21505376344086022,0.7849462365591398
2011-01-02,Spring,0,1,13,0,Sunday,0,Normal(mist or/and cloudy),0.36,0.3485,0.66,0.1343,11,64,75,0.14666666666666667,0.8533333333333334
2011-01-02,Spring,0,1,14,0,Sunday,0,"Lightly bad(light snow, rain, thunderstorm)",0.36,0.3485,0.76,0.19399999999999998,4,55,59,0.06779661016949153,0.9322033898305084
2011-01-02,Spring,0,1,15,0,Sunday,0,"Lightly bad(light snow, rain, thunderstorm)",0.34,0.3333,0.81,0.1642,19,55,74,0.25675675675675674,0.7432432432432432
2011-01-02,Spring,0,1,16,0,Sunday,0,"Lightly bad(light snow, rain, thunderstorm)",0.34,0.3333,0.71,0.1642,9,67,76,0.11842105263157894,0.881578947368421
2011-01-02,Spring,0,1,17,0,Sunday,0,Good(clear or cloudy),0.34,0.3333,0.57,0.19399999999999998,7,58,65,0.1076923076923077,0.8923076923076924
2011-01-02,Spring,0,1,18,0,Sunday,0,Normal(mist or/and cloudy),0.36,0.3333,0.46,0.3284,10,43,53,0.18867924528301888,0.8113207547169812
2011-01-02,Spring,0,1,19,0,Sunday,0,Good(clear or cloudy),0.32,0.2879,0.42,0.4478,1,29,30,0.03333333333333333,0.9666666666666667
2011-01-02,Spring,0,1,20,0,Sunday,0,Good(clear or cloudy),0.3,0.2727,0.39,0.3582,5,17,22,0.22727272727272727,0.7727272727272727
2011-01-02,Spring,0,1,21,0,Sunday,0,Good(clear or cloudy),0.26,0.2273,0.44,0.3284,11,20,31,0.3548387096774194,0.6451612903225806
2011-01-02,Spring,0,1,22,0,Sunday,0,Good(clear or cloudy),0.24,0.2121,0.44,0.2985,0,9,9,0.0,1.0
2011-01-02,Spring,0,1,23,0,Sunday,0,Good(clear or cloudy),0.22,0.2273,0.47,0.1642,0,8,8,0.0,1.0
2011-01-03,Spring,0,1,0,0,Monday,1,Good(clear or cloudy),0.22,0.19699999999999998,0.44,0.3582,0,5,5,0.0,1.0
2011-01-03,Spring,0,1,1,0,Monday,1,Good(clear or cloudy),0.2,0.1667,0.44,0.4179,0,2,2,0.0,1.0
2011-01-03,Spring,0,1,4,0,Monday,1,Good(clear or cloudy),0.16,0.1364,0.47,0.3881,0,1,1,0.0,1.0
2011-01-03,Spring,0,1,5,0,Monday,1,Good(clear or cloudy),0.16,0.1364,0.47,0.2836,0,3,3,0.0,1.0
2011-01-03,Spring,0,1,6,0,Monday,1,Good(clear or cloudy),0.14,0.1061,0.5,0.3881,0,30,30,0.0,1.0
2011-01-03,Spring,0,1,7,0,Monday,1,Good(clear or cloudy),0.14,0.1364,0.5,0.19399999999999998,1,63,64,0.015625,0.984375
2011-01-03,Spring,0,1,8,0,Monday,1,Good(clear or cloudy),0.14,0.1212,0.5,0.2836,1,153,154,0.006493506493506494,0.9935064935064936
2011-01-03,Spring,0,1,9,0,Monday,1,Good(clear or cloudy),0.16,0.1364,0.43,0.3881,7,81,88,0.07954545454545454,0.9204545454545454
2011-01-03,Spring,0,1,10,0,Monday,1,Good(clear or cloudy),0.18,0.1667,0.43,0.2537,11,33,44,0.25,0.75
2011-01-03,Spring,0,1,11,0,Monday,1,Good(clear or cloudy),0.2,0.1818,0.4,0.3284,10,41,51,0.19607843137254902,0.803921568627451
2011-01-03,Spring,0,1,12,0,Monday,1,Good(clear or cloudy),0.22,0.2121,0.35,0.2985,13,48,61,0.21311475409836064,0.7868852459016393
2011-01-03,Spring,0,1,13,0,Monday,1,Good(clear or cloudy),0.24,0.2121,0.35,0.2836,8,53,61,0.13114754098360656,0.8688524590163934
2011-01-03,Spring,0,1,14,0,Monday,1,Good(clear or cloudy),0.26,0.2424,0.3,0.2836,11,66,77,0.14285714285714285,0.8571428571428571
2011-01-03,Spring,0,1,15,0,Monday,1,Good(clear or cloudy),0.26,0.2424,0.3,0.2537,14,58,72,0.19444444444444445,0.8055555555555556
2011-01-03,Spring,0,1,16,0,Monday,1,Good(clear or cloudy),0.26,0.2424,0.3,0.2537,9,67,76,0.11842105263157894,0.881578947368421
2011-01-03,Spring,0,1,17,0,Monday,1,Good(clear or cloudy),0.24,0.2273,0.3,0.2239,11,146,157,0.07006369426751592,0.9299363057324841
2011-01-03,Spring,0,1,18,0,Monday,1,Good(clear or cloudy),0.24,0.2576,0.32,0.1045,9,148,157,0.05732484076433121,0.9426751592356688
2011-01-03,Spring,0,1,19,0,Monday,1,Good(clear or cloudy),0.2,0.2576,0.47,0.0,8,102,110,0.07272727272727272,0.9272727272727272
2011-01-03,Spring,0,1,20,0,Monday,1,Good(clear or cloudy),0.2,0.2273,0.47,0.1045,3,49,52,0.057692307692307696,0.9423076923076923
2011-01-03,Spring,0,1,21,0,Monday,1,Good(clear or cloudy),0.18,0.19699999999999998,0.64,0.1343,3,49,52,0.057692307692307696,0.9423076923076923
2011-01-03,Spring,0,1,22,0,Monday,1,Good(clear or cloudy),0.14,0.1515,0.69,0.1343,0,20,20,0.0,1.0
2011-01-03,Spring,0,1,23,0,Monday,1,Good(clear or cloudy),0.18,0.2121,0.55,0.1045,1,11,12,0.08333333333333333,0.9166666666666666
2011-01-04,Spring,0,1,0,0,Tuesday,1,Good(clear or cloudy),0.16,0.1818,0.55,0.1045,0,5,5,0.0,1.0
2011-01-04,Spring,0,1,1,0,Tuesday,1,Good(clear or cloudy),0.16,0.1818,0.59,0.1045,0,2,2,0.0,1.0
2011-01-04,Spring,0,1,2,0,Tuesday,1,Good(clear or cloudy),0.14,0.1515,0.63,0.1343,0,1,1,0.0,1.0
2011-01-04,Spring,0,1,4,0,Tuesday,1,Good(clear or cloudy),0.14,0.1818,0.63,0.0896,0,2,2,0.0,1.0
2011-01-04,Spring,0,1,5,0,Tuesday,1,Good(clear or cloudy),0.12,0.1515,0.68,0.1045,0,4,4,0.0,1.0
2011-01-04,Spring,0,1,6,0,Tuesday,1,Good(clear or cloudy),0.12,0.1515,0.74,0.1045,0,36,36,0.0,1.0
2011-01-04,Spring,0,1,7,0,Tuesday,1,Good(clear or cloudy),0.12,0.1515,0.74,0.1343,2,92,94,0.02127659574468085,0.9787234042553191
2011-01-04,Spring,0,1,8,0,Tuesday,1,Good(clear or cloudy),0.14,0.1515,0.69,0.1642,2,177,179,0.0111731843575419,0.9888268156424581
2011-01-04,Spring,0,1,9,0,Tuesday,1,Good(clear or cloudy),0.16,0.1515,0.64,0.2239,2,98,100,0.02,0.98
2011-01-04,Spring,0,1,10,0,Tuesday,1,Normal(mist or/and cloudy),0.16,0.1364,0.69,0.3284,5,37,42,0.11904761904761904,0.8809523809523809
2011-01-04,Spring,0,1,11,0,Tuesday,1,Good(clear or cloudy),0.22,0.2121,0.51,0.2985,7,50,57,0.12280701754385964,0.8771929824561403
2011-01-04,Spring,0,1,12,0,Tuesday,1,Good(clear or cloudy),0.22,0.2273,0.51,0.1642,12,66,78,0.15384615384615385,0.8461538461538461
2011-01-04,Spring,0,1,13,0,Tuesday,1,Good(clear or cloudy),0.24,0.2273,0.56,0.19399999999999998,18,79,97,0.18556701030927836,0.8144329896907216
2011-01-04,Spring,0,1,14,0,Tuesday,1,Good(clear or cloudy),0.26,0.2576,0.52,0.2239,9,54,63,0.14285714285714285,0.8571428571428571
2011-01-04,Spring,0,1,15,0,Tuesday,1,Good(clear or cloudy),0.28,0.2727,0.52,0.2537,17,48,65,0.26153846153846155,0.7384615384615385
2011-01-04,Spring,0,1,16,0,Tuesday,1,Good(clear or cloudy),0.3,0.2879,0.49,0.2537,15,68,83,0.18072289156626506,0.8192771084337349
2011-01-04,Spring,0,1,17,0,Tuesday,1,Good(clear or cloudy),0.28,0.2727,0.48,0.2239,10,202,212,0.04716981132075472,0.9528301886792453
2011-01-04,Spring,0,1,18,0,Tuesday,1,Good(clear or cloudy),0.26,0.2576,0.48,0.19399999999999998,3,179,182,0.016483516483516484,0.9835164835164835
2011-01-04,Spring,0,1,19,0,Tuesday,1,Good(clear or cloudy),0.24,0.2576,0.48,0.1045,2,110,112,0.017857142857142856,0.9821428571428571
2011-01-04,Spring,0,1,20,0,Tuesday,1,Good(clear or cloudy),0.24,0.2576,0.48,0.1045,1,53,54,0.018518518518518517,0.9814814814814815
2011-01-04,Spring,0,1,21,0,Tuesday,1,Good(clear or cloudy),0.22,0.2727,0.64,0.0,0,48,48,0.0,1.0
2011-01-04,Spring,0,1,22,0,Tuesday,1,Good(clear or cloudy),0.22,0.2576,0.64,0.0896,1,34,35,0.02857142857142857,0.9714285714285714
2011-01-04,Spring,0,1,23,0,Tuesday,1,Good(clear or cloudy),0.2,0.2273,0.69,0.0896,2,9,11,0.18181818181818182,0.8181818181818182
2011-01-05,Spring,0,1,0,0,Wednesday,1,Good(clear or cloudy),0.2,0.2576,0.64,0.0,0,6,6,0.0,1.0
2011-01-05,Spring,0,1,1,0,Wednesday,1,Good(clear or cloudy),0.16,0.19699999999999998,0.74,0.0896,0,6,6,0.0,1.0
2011-01-05,Spring,0,1,2,0,Wednesday,1,Good(clear or cloudy),0.16,0.19699999999999998,0.74,0.0896,0,2,2,0.0,1.0
2011-01-05,Spring,0,1,4,0,Wednesday,1,Good(clear or cloudy),0.24,0.2273,0.48,0.2239,0,2,2,0.0,1.0
2011-01-05,Spring,0,1,5,0,Wednesday,1,Good(clear or cloudy),0.22,0.2273,0.47,0.1642,0,3,3,0.0,1.0
2011-01-05,Spring,0,1,6,0,Wednesday,1,Good(clear or cloudy),0.2,0.19699999999999998,0.47,0.2239,0,33,33,0.0,1.0
2011-01-05,Spring,0,1,7,0,Wednesday,1,Good(clear or cloudy),0.18,0.1818,0.43,0.19399999999999998,1,87,88,0.011363636363636364,0.9886363636363636
2011-01-05,Spring,0,1,8,0,Wednesday,1,Good(clear or cloudy),0.2,0.1818,0.4,0.2985,3,192,195,0.015384615384615385,0.9846153846153847
2011-01-05,Spring,0,1,9,0,Wednesday,1,Good(clear or cloudy),0.22,0.19699999999999998,0.37,0.3284,6,109,115,0.05217391304347826,0.9478260869565217
2011-01-05,Spring,0,1,10,0,Wednesday,1,Good(clear or cloudy),0.22,0.19699999999999998,0.37,0.3284,4,53,57,0.07017543859649122,0.9298245614035088
2011-01-05,Spring,0,1,11,0,Wednesday,1,Good(clear or cloudy),0.26,0.2273,0.33,0.3284,12,34,46,0.2608695652173913,0.7391304347826086
2011-01-05,Spring,0,1,12,0,Wednesday,1,Good(clear or cloudy),0.26,0.2273,0.33,0.3284,5,74,79,0.06329113924050633,0.9367088607594937
2011-01-05,Spring,0,1,13,0,Wednesday,1,Good(clear or cloudy),0.28,0.2576,0.3,0.2985,6,65,71,0.08450704225352113,0.9154929577464789
2011-01-05,Spring,0,1,14,0,Wednesday,1,Good(clear or cloudy),0.3,0.2879,0.28,0.19399999999999998,10,52,62,0.16129032258064516,0.8387096774193549
2011-01-05,Spring,0,1,15,0,Wednesday,1,Good(clear or cloudy),0.3,0.2879,0.28,0.19399999999999998,7,55,62,0.11290322580645161,0.8870967741935484
2011-01-05,Spring,0,1,16,0,Wednesday,1,Good(clear or cloudy),0.3,0.3182,0.28,0.0896,4,85,89,0.0449438202247191,0.9550561797752809
2011-01-05,Spring,0,1,17,0,Wednesday,1,Good(clear or cloudy),0.24,0.2273,0.38,0.19399999999999998,4,186,190,0.021052631578947368,0.9789473684210527
2011-01-05,Spring,0,1,18,0,Wednesday,1,Good(clear or cloudy),0.24,0.2424,0.38,0.1343,3,166,169,0.01775147928994083,0.9822485207100592
2011-01-05,Spring,0,1,19,0,Wednesday,1,Good(clear or cloudy),0.24,0.2576,0.38,0.1045,5,127,132,0.03787878787878788,0.9621212121212122
2011-01-05,Spring,0,1,20,0,Wednesday,1,Good(clear or cloudy),0.22,0.2273,0.47,0.1642,7,82,89,0.07865168539325842,0.9213483146067416
2011-01-05,Spring,0,1,21,0,Wednesday,1,Good(clear or cloudy),0.2,0.19699999999999998,0.51,0.19399999999999998,3,40,43,0.06976744186046512,0.9302325581395349
2011-01-05,Spring,0,1,22,0,Wednesday,1,Good(clear or cloudy),0.18,0.19699999999999998,0.55,0.1343,1,41,42,0.023809523809523808,0.9761904761904762
2011-01-05,Spring,0,1,23,0,Wednesday,1,Good(clear or cloudy),0.2,0.2576,0.47,0.0,1,18,19,0.05263157894736842,0.9473684210526315
2011-01-06,Spring,0,1,0,0,Thursday,1,Good(clear or cloudy),0.18,0.2424,0.55,0.0,0,11,11,0.0,1.0
2011-01-06,Spring,0,1,1,0,Thursday,1,Good(clear or cloudy),0.16,0.2273,0.64,0.0,0,4,4,0.0,1.0
2011-01-06,Spring,0,1,2,0,Thursday,1,Good(clear or cloudy),0.16,0.2273,0.64,0.0,0,2,2,0.0,1.0
2011-01-06,Spring,0,1,4,0,Thursday,1,Normal(mist or/and cloudy),0.16,0.19699999999999998,0.64,0.0896,0,1,1,0.0,1.0
